aspect,keyword_matched,sentence,sentiment_score,review_id,product_id,brand
Size & Capacity,size,Product looks good but size runs small,0.2382,R8962E52K20TVD,BC16645A77,American Tourister
Material,build,Excellent build quality saves it somewhat,0.5719,R8962E52K20TVD,BC16645A77,American Tourister
Durability,build quality,Excellent build quality saves it somewhat,0.5719,R8962E52K20TVD,BC16645A77,American Tourister
Durability,quality,Usable but don't expect premium quality at this price,0.0,R8962E52K20TVD,BC16645A77,American Tourister
Durability,quality,Great quality for the price,0.6249,RNOX8FK2076VMD,BC16645A77,American Tourister
Material,build,Excellent build quality,0.5719,RNOX8FK2076VMD,BC16645A77,American Tourister
Durability,build quality,Excellent build quality,0.5719,RNOX8FK2076VMD,BC16645A77,American Tourister
Weight,weight,The weight works smoothly,0.0,RNOX8FK2076VMD,BC16645A77,American Tourister
Durability,quality,Great quality for the price,0.6249,RGWDS9YXZ7SXDQ,BC16645A77,American Tourister
Material,finish,Premium finish,0.0,RGWDS9YXZ7SXDQ,BC16645A77,American Tourister
Weight,weight,The weight works smoothly,0.0,RGWDS9YXZ7SXDQ,BC16645A77,American Tourister
Material,build,Tsa lock and excellent build quality,0.5719,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Durability,build quality,Tsa lock and excellent build quality,0.5719,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Lock,tsa,Tsa lock and excellent build quality,0.5719,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Durability,sturdy,Looks premium and feels sturdy,0.0,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Durability,quality,The weight quality is really good for this price range,0.4927,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Weight,weight,The weight quality is really good for this price range,0.4927,RCBDPDXUJJCSEX,B4693BD9F6,American Tourister
Lock,tsa,Tsa lock,0.0,RQ3M73HC9JYPAO,B4693BD9F6,American Tourister
Lock,lock,The lock impressed me the most,0.4767,RQ3M73HC9JYPAO,B4693BD9F6,American Tourister
Lock,tsa,Tsa lock,0.0,RW9MYYOKEAEA84,B4693BD9F6,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RW9MYYOKEAEA84,B4693BD9F6,American Tourister
Weight,weight,The weight deserves special mention,0.4019,RW9MYYOKEAEA84,B4693BD9F6,American Tourister
Durability,quality,Great quality for the price,0.6249,RRAFFZ8Q4VHU4B,B4693BD9F6,American Tourister
Material,material,The material works smoothly,0.0,RRAFFZ8Q4VHU4B,B4693BD9F6,American Tourister
Material,finish,Premium finish and trusted brand,0.4767,RRRVWY3RZTPLC6,B4693BD9F6,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,RRRVWY3RZTPLC6,B4693BD9F6,American Tourister
Material,finish,"Premium finish, excellent build quality, and excellent build quality",0.8126,RKGMIH6MV4XEKZ,B4693BD9F6,American Tourister
Durability,build quality,"Premium finish, excellent build quality, and excellent build quality",0.8126,RKGMIH6MV4XEKZ,B4693BD9F6,American Tourister
Material,finish,Premium finish,0.0,RHYDRGFR27RIU9,B4693BD9F6,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RHYDRGFR27RIU9,B4693BD9F6,American Tourister
Size & Capacity,compartments,compartments quality is commendable,0.0,RHYDRGFR27RIU9,B4693BD9F6,American Tourister
Durability,quality,compartments quality is commendable,0.0,RHYDRGFR27RIU9,B4693BD9F6,American Tourister
Material,build,Excellent build quality,0.5719,REIUR9211U645V,B4693BD9F6,American Tourister
Durability,build quality,Excellent build quality,0.5719,REIUR9211U645V,B4693BD9F6,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,REIUR9211U645V,B4693BD9F6,American Tourister
Wheels,wheels,wheels quality is commendable,0.0,REIUR9211U645V,B4693BD9F6,American Tourister
Durability,quality,wheels quality is commendable,0.0,REIUR9211U645V,B4693BD9F6,American Tourister
Lock,tsa,Tsa lock,0.0,RDW56FKPS0DXME,BAF58A1206,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RDW56FKPS0DXME,BAF58A1206,American Tourister
Handle,handle,The handle deserves special mention,0.4019,RDW56FKPS0DXME,BAF58A1206,American Tourister
Durability,quality,Excellent quality,0.5719,RJZOWI1T2EP768,BAF58A1206,American Tourister
Material,build,The build quality impressed me the most,0.4767,RJZOWI1T2EP768,BAF58A1206,American Tourister
Durability,build quality,The build quality impressed me the most,0.4767,RJZOWI1T2EP768,BAF58A1206,American Tourister
Wheels,wheels,Smooth wheels,0.0,R37DL9FC1XX6CW,BAF58A1206,American Tourister
Wheels,wheels,The wheels is even better than my previous bag,0.4404,R37DL9FC1XX6CW,BAF58A1206,American Tourister
Material,finish,"Trusted brand, premium finish, and excellent lock",0.7783,R36VFOX5WWPM3X,BAF58A1206,American Tourister
Lock,lock,"Trusted brand, premium finish, and excellent lock",0.7783,R36VFOX5WWPM3X,BAF58A1206,American Tourister
Wheels,wheels,Smooth wheels and premium finish,0.0,RDTS1FB2VI109D,BAF58A1206,American Tourister
Material,finish,Smooth wheels and premium finish,0.0,RDTS1FB2VI109D,BAF58A1206,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,RDTS1FB2VI109D,BAF58A1206,American Tourister
Handle,handle,The handle is even better than my previous bag,0.4404,RMI0UZ7X4IKY3U,BAF58A1206,American Tourister
Durability,quality,Excellent quality,0.5719,RDPEHCYOU25VW9,B6C585D0E9,American Tourister
Handle,handle,Premium finish and the handle is top notch,0.2023,RDPEHCYOU25VW9,B6C585D0E9,American Tourister
Material,finish,Premium finish and the handle is top notch,0.2023,RDPEHCYOU25VW9,B6C585D0E9,American Tourister
Wheels,wheels,Smooth wheels,0.0,RQ8STZQBFU7E4D,B6C585D0E9,American Tourister
Material,material,The material feels durable and the zipper is very smooth,0.0,RQ8STZQBFU7E4D,B6C585D0E9,American Tourister
Zipper,zipper,The material feels durable and the zipper is very smooth,0.0,RQ8STZQBFU7E4D,B6C585D0E9,American Tourister
Durability,durable,The material feels durable and the zipper is very smooth,0.0,RQ8STZQBFU7E4D,B6C585D0E9,American Tourister
Durability,quality,Great quality for the price,0.6249,RKR2FVB66H3REM,B6C585D0E9,American Tourister
Zipper,zipper,The zipper works smoothly,0.0,RKR2FVB66H3REM,B6C585D0E9,American Tourister
Lock,tsa,Tsa lock,0.0,RSQQQ5L2XOIOT8,B6C585D0E9,American Tourister
Weight,weight,The weight is even better than my previous bag,0.4404,RSQQQ5L2XOIOT8,B6C585D0E9,American Tourister
Material,build,"Excellent build quality, premium finish, and excellent zipper",0.8126,RXXD8T18S1SAXT,B6C585D0E9,American Tourister
Zipper,zipper,"Excellent build quality, premium finish, and excellent zipper",0.8126,RXXD8T18S1SAXT,B6C585D0E9,American Tourister
Durability,build quality,"Excellent build quality, premium finish, and excellent zipper",0.8126,RXXD8T18S1SAXT,B6C585D0E9,American Tourister
Durability,quality,Great quality for the price,0.6249,ROB5APO4LJEDGF,B6C585D0E9,American Tourister
Lock,tsa,Tsa lock,0.0,ROB5APO4LJEDGF,B6C585D0E9,American Tourister
Material,build,The build quality works smoothly,0.0,ROB5APO4LJEDGF,B6C585D0E9,American Tourister
Durability,build quality,The build quality works smoothly,0.0,ROB5APO4LJEDGF,B6C585D0E9,American Tourister
Wheels,wheels,Smooth wheels and easy to maneuver,0.4404,R8GZKDF6J76BIV,B6C585D0E9,American Tourister
Weight,weight,The weight makes it very convenient to use,0.0,R8GZKDF6J76BIV,B6C585D0E9,American Tourister
Durability,quality,Excellent quality,0.5719,RROI5J8YIT2KOD,B6C585D0E9,American Tourister
Material,finish,Premium finish,0.0,RROI5J8YIT2KOD,B6C585D0E9,American Tourister
Wheels,wheels,The wheels impressed me the most,0.4767,RROI5J8YIT2KOD,B6C585D0E9,American Tourister
Lock,tsa,Tsa lock,0.0,RTP6QAQ3K8A7RV,B6C585D0E9,American Tourister
Zipper,zipper,The zipper impressed me the most,0.4767,RTP6QAQ3K8A7RV,B6C585D0E9,American Tourister
Wheels,wheels,Smooth wheels and excellent build quality,0.5719,RDZ3095HS258W9,B6C585D0E9,American Tourister
Material,build,Smooth wheels and excellent build quality,0.5719,RDZ3095HS258W9,B6C585D0E9,American Tourister
Durability,build quality,Smooth wheels and excellent build quality,0.5719,RDZ3095HS258W9,B6C585D0E9,American Tourister
Lock,lock,The lock is really impressive,0.5563,RDZ3095HS258W9,B6C585D0E9,American Tourister
Material,build,Excellent build quality and easy to maneuver,0.765,R6YO6Z1T2XCB3Y,BEEAC52961,American Tourister
Durability,build quality,Excellent build quality and easy to maneuver,0.765,R6YO6Z1T2XCB3Y,BEEAC52961,American Tourister
Zipper,zipper,The zipper makes it very convenient to use,0.0,R6YO6Z1T2XCB3Y,BEEAC52961,American Tourister
Material,build,Excellent build quality and the weight is top notch,0.6705,RNGA01YZG3W3H9,BEEAC52961,American Tourister
Durability,build quality,Excellent build quality and the weight is top notch,0.6705,RNGA01YZG3W3H9,BEEAC52961,American Tourister
Weight,weight,Excellent build quality and the weight is top notch,0.6705,RNGA01YZG3W3H9,BEEAC52961,American Tourister
Durability,quality,Excellent quality,0.5719,R5URTXUYUCECJU,BEEAC52961,American Tourister
Wheels,wheels,Smooth wheels and TSA lock,0.0,R5URTXUYUCECJU,BEEAC52961,American Tourister
Lock,tsa,Smooth wheels and TSA lock,0.0,R5URTXUYUCECJU,BEEAC52961,American Tourister
Material,material,The material is really impressive,0.5563,R5URTXUYUCECJU,BEEAC52961,American Tourister
Wheels,wheels,"Tsa lock, TSA lock, and excellent wheels",0.5719,RY5APYX4L4OESR,BEEAC52961,American Tourister
Lock,tsa,"Tsa lock, TSA lock, and excellent wheels",0.5719,RY5APYX4L4OESR,BEEAC52961,American Tourister
Lock,tsa,Trusted brand and TSA lock,0.4767,RQAHCUA09PCIFL,BEEAC52961,American Tourister
Material,material,The material is really impressive,0.5563,RQAHCUA09PCIFL,BEEAC52961,American Tourister
Durability,quality,Excellent quality,0.5719,RR833SICVPDQE9,BEEAC52961,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RR833SICVPDQE9,BEEAC52961,American Tourister
Size & Capacity,compartments,The compartments deserves special mention,0.4019,RR833SICVPDQE9,BEEAC52961,American Tourister
Wheels,wheels,Smooth wheels,0.0,RBVPDCB4OWO52W,BEEAC52961,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RBVPDCB4OWO52W,BEEAC52961,American Tourister
Handle,handle,handle quality is commendable,0.0,RBVPDCB4OWO52W,BEEAC52961,American Tourister
Durability,quality,handle quality is commendable,0.0,RBVPDCB4OWO52W,BEEAC52961,American Tourister
Material,build,Excellent build quality and easy to maneuver,0.765,RLGDVC2GUWJP0Q,BEEAC52961,American Tourister
Durability,build quality,Excellent build quality and easy to maneuver,0.765,RLGDVC2GUWJP0Q,BEEAC52961,American Tourister
Size & Capacity,compartments,The compartments makes it very convenient to use,0.0,RLGDVC2GUWJP0Q,BEEAC52961,American Tourister
Material,finish,Tsa lock and premium finish,0.0,R81L51FLMNAVYC,BEEAC52961,American Tourister
Lock,tsa,Tsa lock and premium finish,0.0,R81L51FLMNAVYC,BEEAC52961,American Tourister
Durability,sturdy,Looks premium and feels sturdy,0.0,R81L51FLMNAVYC,BEEAC52961,American Tourister
Zipper,zipper,The zipper quality is really good for this price range,0.4927,R81L51FLMNAVYC,BEEAC52961,American Tourister
Durability,quality,The zipper quality is really good for this price range,0.4927,R81L51FLMNAVYC,BEEAC52961,American Tourister
Wheels,wheels,Smooth wheels and easy to maneuver,0.4404,RGRYQY4UMKLD56,BEEAC52961,American Tourister
Material,material,The material makes it very convenient to use,0.0,RGRYQY4UMKLD56,BEEAC52961,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RG9NCBEKGV1BBH,BFB409FDA5,VIP
Size & Capacity,compartments,compartments quality is commendable,0.0,RG9NCBEKGV1BBH,BFB409FDA5,VIP
Durability,quality,compartments quality is commendable,0.0,RG9NCBEKGV1BBH,BFB409FDA5,VIP
Material,material,Good warranty and the material is top notch,0.5719,R46AYN2D7KI3X7,BFB409FDA5,VIP
Durability,quality,Great quality for the price,0.6249,RGNNV9IBWGT2LB,BFB409FDA5,VIP
Handle,handle,The handle works smoothly,0.0,RGNNV9IBWGT2LB,BFB409FDA5,VIP
Material,material,"Heritage brand, lightweight, and excellent material",0.5719,RWGN51NSGZSR8R,BFB409FDA5,VIP
Weight,lightweight,"Heritage brand, lightweight, and excellent material",0.5719,RWGN51NSGZSR8R,BFB409FDA5,VIP
Material,material,material quality though,0.0,R5OL5U7NTEDQMV,BFB409FDA5,VIP
Durability,quality,material quality though,0.0,R5OL5U7NTEDQMV,BFB409FDA5,VIP
Wheels,wheels,The wheels is mediocre,0.0,R5OL5U7NTEDQMV,BFB409FDA5,VIP
Weight,lightweight,Lightweight,0.0,RAPJC6KSTCJIEM,BFB409FDA5,VIP
Weight,lightweight,Lightweight and affordable,0.0,R4GVE4ZTJ1KM98,BFB409FDA5,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,R4GVE4ZTJ1KM98,BFB409FDA5,VIP
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,R4GVE4ZTJ1KM98,BFB409FDA5,VIP
Durability,quality,The compartments quality is really good for this price range,0.4927,R4GVE4ZTJ1KM98,BFB409FDA5,VIP
Material,material,But I noticed material quality after a few uses,0.0,RRS210Q2LG1ZHQ,BFB409FDA5,VIP
Durability,quality,But I noticed material quality after a few uses,0.0,RRS210Q2LG1ZHQ,BFB409FDA5,VIP
Zipper,zipper,The zipper started fine but degraded,-0.5106,RRS210Q2LG1ZHQ,BFB409FDA5,VIP
Durability,quality,Mediocre quality,0.0,RMPYO2TLA27F8L,BFB409FDA5,VIP
Zipper,zip,Heritage brand is great but zip problems is disappointing,-0.743,RMPYO2TLA27F8L,BFB409FDA5,VIP
Wheels,wheel,wheel breakage though,0.0,RNRL8XKGYG3VAH,BFB409FDA5,VIP
Weight,weight,The weight is mediocre,0.0,RNRL8XKGYG3VAH,BFB409FDA5,VIP
Weight,lightweight,Lightweight,0.0,R9Q3VILURQBDX7,BFB409FDA5,VIP
Material,material,But material quality is a concern,0.0,R9Q3VILURQBDX7,BFB409FDA5,VIP
Durability,quality,But material quality is a concern,0.0,R9Q3VILURQBDX7,BFB409FDA5,VIP
Material,material,Affordable and the material is top notch,0.2023,R6GUO8I5JWK6Z0,BC7C7CF70F,VIP
Durability,quality,Great quality for the price,0.6249,ROFHBAWYQMOGBJ,BC7C7CF70F,VIP
Size & Capacity,compartments,The compartments works smoothly,0.0,ROFHBAWYQMOGBJ,BC7C7CF70F,VIP
Durability,quality,Excellent quality,0.5719,RTI8F34GADKTOC,BC7C7CF70F,VIP
Material,build,The build quality is even better than my previous bag,0.4404,RTI8F34GADKTOC,BC7C7CF70F,VIP
Durability,build quality,The build quality is even better than my previous bag,0.4404,RTI8F34GADKTOC,BC7C7CF70F,VIP
Weight,lightweight,Good warranty and lightweight,0.4404,RBWSXXDYPVBNHI,BC7C7CF70F,VIP
Wheels,wheels,Really impressed with the wheels,0.5256,RBWSXXDYPVBNHI,BC7C7CF70F,VIP
Weight,lightweight,Lightweight and heritage brand,0.0,RYH523GGODLUGH,BC7C7CF70F,VIP
Wheels,wheels,The wheels is really impressive,0.5563,RYH523GGODLUGH,BC7C7CF70F,VIP
Size & Capacity,compartments,Heritage brand and the compartments is top notch,0.2023,RLOQC3XNCHKV9D,BC7C7CF70F,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,R9ZY9YLW5L4RMV,BC7C7CF70F,VIP
Zipper,zipper,The zipper quality is really good for this price range,0.4927,R9ZY9YLW5L4RMV,BC7C7CF70F,VIP
Durability,quality,The zipper quality is really good for this price range,0.4927,R9ZY9YLW5L4RMV,BC7C7CF70F,VIP
Material,material,material quality though,0.0,RCNKFHB7V80LKX,BF71293BB8,VIP
Durability,quality,material quality though,0.0,RCNKFHB7V80LKX,BF71293BB8,VIP
Lock,lock,The lock is mediocre,0.0,RCNKFHB7V80LKX,BF71293BB8,VIP
Durability,quality,Mediocre quality,0.0,RIT6XIYZVNLPA5,BF71293BB8,VIP
Lock,lock,"The lock is okay, nothing extraordinary",0.2263,RIT6XIYZVNLPA5,BF71293BB8,VIP
Durability,quality,Great quality for the price,0.6249,R37IC0LZIGIKQW,BF71293BB8,VIP
Zipper,zipper,The zipper works smoothly,0.0,R37IC0LZIGIKQW,BF71293BB8,VIP
Durability,quality,VIP quality is reliable,0.6166,RPS0132AN417VF,BF71293BB8,VIP
Durability,quality,Great quality for the price,0.6249,RQFGAS0R778NRX,BF71293BB8,VIP
Weight,lightweight,Lightweight,0.0,RQFGAS0R778NRX,BF71293BB8,VIP
Material,build,The build quality works smoothly,0.0,RQFGAS0R778NRX,BF71293BB8,VIP
Durability,build quality,The build quality works smoothly,0.0,RQFGAS0R778NRX,BF71293BB8,VIP
Durability,quality,VIP quality is reliable,0.6166,R811MZWNCNPIR7,BF71293BB8,VIP
Size & Capacity,fits,Fits all airline requirements,0.0,RJV84A1X7OV6SG,BF71293BB8,VIP
Durability,quality,lock is of great quality,0.6249,RJV84A1X7OV6SG,BF71293BB8,VIP
Lock,lock,lock is of great quality,0.6249,RJV84A1X7OV6SG,BF71293BB8,VIP
Weight,lightweight,Lightweight,0.0,RDU23JH0ZAGRD1,BF71293BB8,VIP
Zipper,zip,But I noticed zip problems after a few uses,-0.5499,RDU23JH0ZAGRD1,BF71293BB8,VIP
Lock,lock,The lock started fine but degraded,-0.5106,RDU23JH0ZAGRD1,BF71293BB8,VIP
Material,material,But material quality is a concern,0.0,RCG1J6OWW5FKNJ,B43D1B648A,VIP
Durability,quality,But material quality is a concern,0.0,RCG1J6OWW5FKNJ,B43D1B648A,VIP
Material,build,The build quality makes it very convenient to use,0.0,RJ8X2BH2NS8JR1,B43D1B648A,VIP
Durability,build quality,The build quality makes it very convenient to use,0.0,RJ8X2BH2NS8JR1,B43D1B648A,VIP
Material,material,The material impressed me the most,0.4767,RCMLDQZ05EV5KZ,B43D1B648A,VIP
Durability,quality,Mediocre quality,0.0,RAMB3LPVOWCP77,B43D1B648A,VIP
Wheels,wheel,But I noticed wheel breakage after a few uses,0.0,RAMB3LPVOWCP77,B43D1B648A,VIP
Material,build,The build quality started fine but degraded,-0.5106,RAMB3LPVOWCP77,B43D1B648A,VIP
Durability,build quality,The build quality started fine but degraded,-0.5106,RAMB3LPVOWCP77,B43D1B648A,VIP
Material,material,"Good warranty, affordable, and excellent material",0.765,R2ZBRD399Q68RT,B43D1B648A,VIP
Wheels,wheel,"However, wheel breakage",0.0,R7LNKZX8YX7WR2,B43D1B648A,VIP
Handle,handle,The handle could be better,0.4404,R7LNKZX8YX7WR2,B43D1B648A,VIP
Weight,lightweight,Affordable and lightweight,0.0,R28PIJKEMVG7UE,B43D1B648A,VIP
Durability,quality,VIP quality is reliable,0.6166,R28PIJKEMVG7UE,B43D1B648A,VIP
Material,material,Product looks good but material quality,0.2382,ROTQF74RQVFX2Z,B8A987173E,VIP
Durability,quality,Product looks good but material quality,0.2382,ROTQF74RQVFX2Z,B8A987173E,VIP
Durability,quality,Usable but don't expect premium quality at this price,0.0,ROTQF74RQVFX2Z,B8A987173E,VIP
Material,build,The build quality makes it very convenient to use,0.0,RZN9L3H03ZB5GR,B8A987173E,VIP
Durability,build quality,The build quality makes it very convenient to use,0.0,RZN9L3H03ZB5GR,B8A987173E,VIP
Zipper,zipper,"The zipper is okay, nothing extraordinary",0.2263,RY91OTKZH4OE1U,B8A987173E,VIP
Zipper,zipper,The zipper is even better than my previous bag,0.4404,RH2HXN4D24N9YG,B8A987173E,VIP
Zipper,zipper,The zipper is really impressive,0.5563,RMPF0IEOKVG019,B8A987173E,VIP
Lock,lock,The lock makes it very convenient to use,0.0,RECRYSAUUJ02GR,B8A987173E,VIP
Weight,lightweight,Lightweight,0.0,RG3AUT3RSVZ2E1,B8A987173E,VIP
Wheels,wheel,"However, wheel breakage",0.0,RG3AUT3RSVZ2E1,B8A987173E,VIP
Zipper,zipper,The zipper could be better,0.4404,RG3AUT3RSVZ2E1,B8A987173E,VIP
Weight,lightweight,Lightweight,0.0,REHFU4B9SNTP8A,B8A987173E,VIP
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,REHFU4B9SNTP8A,B8A987173E,VIP
Material,build,build quality quality is commendable,0.0,REHFU4B9SNTP8A,B8A987173E,VIP
Durability,build quality,build quality quality is commendable,0.0,REHFU4B9SNTP8A,B8A987173E,VIP
Lock,lock,The lock makes it very convenient to use,0.0,RRL69VSYXBBF4H,B8A987173E,VIP
Durability,quality,Great quality for the price,0.6249,RXFQ8Y7FHWJWXZ,B8A987173E,VIP
Weight,lightweight,Lightweight,0.0,RXFQ8Y7FHWJWXZ,B8A987173E,VIP
Weight,weight,The weight works smoothly,0.0,RXFQ8Y7FHWJWXZ,B8A987173E,VIP
Weight,lightweight,Good warranty and lightweight,0.4404,RN8IJTYOLD62F2,B8A987173E,VIP
Durability,quality,VIP quality is reliable,0.6166,RN8IJTYOLD62F2,B8A987173E,VIP
Weight,lightweight,Lightweight,0.0,RJDBL1G3Y2T5OV,B410407D7D,VIP
Material,build,The build quality could be better,0.4404,RJDBL1G3Y2T5OV,B410407D7D,VIP
Durability,build quality,The build quality could be better,0.4404,RJDBL1G3Y2T5OV,B410407D7D,VIP
Zipper,zipper,The zipper makes it very convenient to use,0.0,RUJ7XN1YPQPMQK,B410407D7D,VIP
Durability,quality,Excellent quality,0.5719,RWCIDUDK73A8Y7,B410407D7D,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,RWCIDUDK73A8Y7,B410407D7D,VIP
Handle,handle,The handle quality is really good for this price range,0.4927,RWCIDUDK73A8Y7,B410407D7D,VIP
Durability,quality,The handle quality is really good for this price range,0.4927,RWCIDUDK73A8Y7,B410407D7D,VIP
Durability,quality,VIP quality is reliable,0.6166,R60ZZ0I0835TVV,B410407D7D,VIP
Handle,handle,The handle impressed me the most,0.4767,R8PNNE6IT1EKKH,B410407D7D,VIP
Weight,lightweight,Heritage brand and lightweight,0.0,R4CAQKDM0OAPHT,B410407D7D,VIP
Lock,lock,Really impressed with the lock,0.5256,R4CAQKDM0OAPHT,B410407D7D,VIP
Zipper,zip,Heritage brand is great but zip problems is disappointing,-0.743,RFMPM5HGBO06FH,B3FF5E6DD0,VIP
Weight,lightweight,Affordable and lightweight,0.0,R2ZL15S74NDDAF,B3FF5E6DD0,VIP
Durability,quality,VIP quality is reliable,0.6166,R2ZL15S74NDDAF,B3FF5E6DD0,VIP
Size & Capacity,fits,Fits all airline requirements,0.0,RKR1IFSI159I3H,B3FF5E6DD0,VIP
Durability,quality,weight is of great quality,0.6249,RKR1IFSI159I3H,B3FF5E6DD0,VIP
Weight,weight,weight is of great quality,0.6249,RKR1IFSI159I3H,B3FF5E6DD0,VIP
Durability,quality,Excellent quality,0.5719,REB97PWDBOLWIM,B3FF5E6DD0,VIP
Material,build,"The build quality is good, Good warranty",0.7003,REB97PWDBOLWIM,B3FF5E6DD0,VIP
Durability,build quality,"The build quality is good, Good warranty",0.7003,REB97PWDBOLWIM,B3FF5E6DD0,VIP
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,REB97PWDBOLWIM,B3FF5E6DD0,VIP
Zipper,zipper,The zipper is excellent,0.5719,REB97PWDBOLWIM,B3FF5E6DD0,VIP
Weight,lightweight,Lightweight and affordable,0.0,RI6GAXLKKVPJRM,B3FF5E6DD0,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,RI6GAXLKKVPJRM,B3FF5E6DD0,VIP
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,RI6GAXLKKVPJRM,B3FF5E6DD0,VIP
Durability,quality,The compartments quality is really good for this price range,0.4927,RI6GAXLKKVPJRM,B3FF5E6DD0,VIP
Weight,lightweight,Lightweight,0.0,R0VVIJVDDWVB85,B3FF5E6DD0,VIP
Zipper,zipper,The zipper impressed me the most,0.4767,R0VVIJVDDWVB85,B3FF5E6DD0,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,RZBGTJ54696QZ6,B3FF5E6DD0,VIP
Size & Capacity,compartments,The compartments quality is really good for this price range,0.4927,RZBGTJ54696QZ6,B3FF5E6DD0,VIP
Durability,quality,The compartments quality is really good for this price range,0.4927,RZBGTJ54696QZ6,B3FF5E6DD0,VIP
Wheels,wheels,Lightweight and the wheels is top notch,0.2023,RK8C9G3RTSCPSU,B3FF5E6DD0,VIP
Weight,lightweight,Lightweight and the wheels is top notch,0.2023,RK8C9G3RTSCPSU,B3FF5E6DD0,VIP
Size & Capacity,fits,Fits all airline requirements,0.0,RSZJ4KJEITKX7J,B3FF5E6DD0,VIP
Material,material,material is of great quality,0.6249,RSZJ4KJEITKX7J,B3FF5E6DD0,VIP
Durability,quality,material is of great quality,0.6249,RSZJ4KJEITKX7J,B3FF5E6DD0,VIP
Durability,quality,Excellent quality,0.5719,RAMVNCZTZOWLC3,B3FF5E6DD0,VIP
Size & Capacity,spacious,Compact yet spacious,0.0,RAMVNCZTZOWLC3,B3FF5E6DD0,VIP
Material,material,The material deserves special mention,0.4019,RAMVNCZTZOWLC3,B3FF5E6DD0,VIP
Handle,handle,"Affordable, lightweight, and excellent handle",0.5719,R5WT3HJU31FI0N,B3FF5E6DD0,VIP
Weight,lightweight,"Affordable, lightweight, and excellent handle",0.5719,R5WT3HJU31FI0N,B3FF5E6DD0,VIP
Size & Capacity,spacious,Compact yet spacious,0.0,RR0XAFGOVCCI68,B3FF5E6DD0,VIP
Zipper,zipper,The zipper deserves special mention,0.4019,RR0XAFGOVCCI68,B3FF5E6DD0,VIP
Wheels,wheels,Good warranty and the wheels is top notch,0.5719,RFWA88D0MZHRUP,BED2962697,VIP
Wheels,wheel,Lightweight but wheel breakage,0.0,R3DKS4F6APFXI5,BED2962697,VIP
Weight,lightweight,Lightweight but wheel breakage,0.0,R3DKS4F6APFXI5,BED2962697,VIP
Material,material,"The material is okay, nothing extraordinary",0.2263,R3DKS4F6APFXI5,BED2962697,VIP
Material,build,"The build quality is good, Heritage brand",0.4404,RCMM7DBFPMGP6Y,BED2962697,VIP
Durability,build quality,"The build quality is good, Heritage brand",0.4404,RCMM7DBFPMGP6Y,BED2962697,VIP
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RCMM7DBFPMGP6Y,BED2962697,VIP
Handle,handle,The handle is excellent,0.5719,RCMM7DBFPMGP6Y,BED2962697,VIP
Zipper,zipper,Affordable and the zipper is top notch,0.2023,RRR9VWE77NTTRT,BED2962697,VIP
Durability,quality,Excellent quality,0.5719,RIA9AU87CM453K,BED2962697,VIP
Material,material,The material feels durable and the weight is very smooth,0.0,RIA9AU87CM453K,BED2962697,VIP
Durability,durable,The material feels durable and the weight is very smooth,0.0,RIA9AU87CM453K,BED2962697,VIP
Weight,weight,The material feels durable and the weight is very smooth,0.0,RIA9AU87CM453K,BED2962697,VIP
Weight,weight,"Heritage brand, affordable, and excellent weight",0.5719,RNZXC45BNCCU3F,B058CA466A,VIP
Durability,sturdy,Looks premium and feels sturdy,0.0,R9EHWHG0U43QLX,B058CA466A,VIP
Zipper,zipper,The zipper quality is really good for this price range,0.4927,R9EHWHG0U43QLX,B058CA466A,VIP
Durability,quality,The zipper quality is really good for this price range,0.4927,R9EHWHG0U43QLX,B058CA466A,VIP
Weight,lightweight,Lightweight,0.0,RCV4BKTCV1LTWB,B058CA466A,VIP
Wheels,wheel,wheel breakage though,0.0,RCV4BKTCV1LTWB,B058CA466A,VIP
Weight,weight,The weight is mediocre,0.0,RCV4BKTCV1LTWB,B058CA466A,VIP
Durability,quality,Excellent quality,0.5719,R7AMKOH109ZDO0,B058CA466A,VIP
